Name,Weight,CumulativeWeight
Stefania,0.002,88.035,2707
Shira,0.002,88.037,2708
Perry,0.002,88.039,2709
Nicol,0.002,88.040,2710
Nancie,0.002,88.042,2711
Monserrate,0.002,88.044,2712
Minh,0.002,88.046,2713
Melynda,0.002,88.048,2714
Melany,0.002,88.049,2715
Matthew,0.002,88.051,2716
Lovella,0.002,88.053,2717
Laure,0.002,88.055,2718
Kirby,0.002,88.056,2719
Kacy,0.002,88.058,2720
Jacquelynn,0.002,88.060,2721
Hyon,0.002,88.062,2722
Gertha,0.002,88.063,2723
Francisco,0.002,88.065,2724
Eliana,0.002,88.067,2725
Christena,0.002,88.069,2726
Christeen,0.002,88.070,2727
Charise,0.002,88.072,2728
Caterina,0.002,88.074,2729
Carley,0.002,88.076,2730
Candyce,0.002,88.077,2731
Arlena,0.002,88.079,2732
Ammie,0.002,88.081,2733
Yang,0.002,88.083,2734
Willette,0.002,88.084,2735
Vanita,0.002,88.086,2736
Tuyet,0.002,88.088,2737
Tiny,0.002,88.090,2738
Syreeta,0.002,88.091,2739
Silva,0.002,88.093,2740
Scott,0.002,88.095,2741
Ronald,0.002,88.096,2742
Penney,0.002,88.098,2743
Nyla,0.002,88.100,2744
Michal,0.002,88.102,2745
Maurice,0.002,88.103,2746
Maryam,0.002,88.105,2747
Marya,0.002,88.107,2748
Magen,0.002,88.109,2749
Ludie,0.002,88.110,2750
Loma,0.002,88.112,2751
Livia,0.002,88.114,2752
Lanell,0.002,88.115,2753
Kimberlie,0.002,88.117,2754
Julee,0.002,88.119,2755
Donetta,0.002,88.121,2756
Diedra,0.002,88.122,2757
Denisha,0.002,88.124,2758
Deane,0.002,88.126,2759
Dawne,0.002,88.128,2760
Clarine,0.002,88.129,2761
Cherryl,0.002,88.131,2762
Bronwyn,0.002,88.133,2763
Brandon,0.002,88.134,2764
Alla,0.002,88.136,2765
Valery,0.002,88.138,2766
Tonda,0.002,88.140,2767
Sueann,0.002,88.141,2768
Soraya,0.002,88.143,2769
Shoshana,0.002,88.145,2770
Shela,0.002,88.146,2771
Sharleen,0.002,88.148,2772
Shanelle,0.002,88.150,2773
Nerissa,0.002,88.151,2774
Micheal,0.002,88.153,2775
Meridith,0.002,88.155,2776
Mellie,0.002,88.157,2777
Maye,0.002,88.158,2778
Maple,0.002,88.160,2779
Magaret,0.002,88.162,2780
Luis,0.002,88.163,2781
Lili,0.002,88.165,2782
Leonila,0.002,88.167,2783
Leonie,0.002,88.168,2784
Leeanna,0.002,88.170,2785
Lavonia,0.002,88.172,2786
Lavera,0.002,88.173,2787
Kristel,0.002,88.175,2788
Kathey,0.002,88.177,2789
Kathe,0.002,88.179,2790
Justin,0.002,88.180,2791
Julian,0.002,88.182,2792
Jimmy,0.002,88.184,2793
Jann,0.002,88.185,2794
Ilda,0.002,88.187,2795
Hildred,0.002,88.189,2796
Hildegarde,0.002,88.190,2797
Genia,0.002,88.192,2798
Fumiko,0.002,88.194,2799
Evelin,0.002,88.196,2800
Ermelinda,0.002,88.197,2801
Elly,0.002,88.199,2802
Dung,0.002,88.201,2803
Doloris,0.002,88.202,2804
Dionna,0.002,88.204,2805
Danae,0.002,88.206,2806
Berneice,0.002,88.207,2807
Annice,0.002,88.209,2808
Alix,0.002,88.211,2809
Verena,0.002,88.212,2810
Verdie,0.002,88.214,2811
Tristan,0.002,88.216,2812
Shawnna,0.002,88.217,2813
Shawana,0.002,88.219,2814
Shaunna,0.002,88.221,2815
Rozella,0.002,88.222,2816
Randee,0.002,88.224,2817
Ranae,0.002,88.226,2818
Milagro,0.002,88.227,2819
Lynell,0.002,88.229,2820
Luise,0.002,88.231,2821
Louie,0.002,88.232,2822
Loida,0.002,88.234,2823
Lisbeth,0.002,88.236,2824
Karleen,0.002,88.237,2825
Junita,0.002,88.239,2826
Jona,0.002,88.241,2827
Isis,0.002,88.242,2828
Hyacinth,0.002,88.244,2829
Hedy,0.002,88.246,2830
Gwenn,0.002,88.247,2831
Ethelene,0.002,88.249,2832
Erline,0.002,88.251,2833
Edward,0.002,88.252,2834
Donya,0.002,88.254,2835
Domonique,0.002,88.256,2836
Delicia,0.002,88.257,2837
Dannette,0.002,88.259,2838
Cicely,0.002,88.261,2839
Branda,0.002,88.262,2840
Blythe,0.002,88.264,2841
Bethann,0.002,88.266,2842
Ashlyn,0.002,88.267,2843
Annalee,0.002,88.269,2844
Alline,0.002,88.271,2845
Yuko,0.002,88.272,2846
Vella,0.002,88.274,2847
Trang,0.002,88.276,2848
Towanda,0.002,88.277,2849
Tesha,0.002,88.279,2850
Sherlyn,0.002,88.281,2851
Narcisa,0.002,88.282,2852
Miguelina,0.002,88.284,2853
Meri,0.002,88.285,2854
Maybell,0.002,88.287,2855
Marlana,0.002,88.289,2856
Marguerita,0.002,88.290,2857
Madlyn,0.002,88.292,2858
Luna,0.002,88.294,2859
Lory,0.002,88.295,2860
Loriann,0.002,88.297,2861
Liberty,0.002,88.298,2862
Leonore,0.002,88.300,2863
Leighann,0.002,88.302,2864
Laurice,0.002,88.303,2865
Latesha,0.002,88.305,2866
Laronda,0.002,88.307,2867
Katrice,0.002,88.308,2868
Kasie,0.002,88.310,2869
Karl,0.002,88.312,2870
Kaley,0.002,88.313,2871
Jadwiga,0.002,88.315,2872
Glennie,0.002,88.316,2873
Gearldine,0.002,88.318,2874
Francina,0.002,88.320,2875
Epifania,0.002,88.321,2876
Dyan,0.002,88.323,2877
Dorie,0.002,88.325,2878
Diedre,0.002,88.326,2879
Denese,0.002,88.328,2880
Demetrice,0.002,88.330,2881
Delena,0.002,88.331,2882
Darby,0.002,88.333,2883
Cristie,0.002,88.334,2884
Cleora,0.002,88.336,2885
Catarina,0.002,88.338,2886
Carisa,0.002,88.339,2887
Bernie,0.002,88.341,2888
Barbera,0.002,88.343,2889
Almeta,0.002,88.344,2890
Trula,0.002,88.346,2891
Tereasa,0.002,88.347,2892
Solange,0.002,88.349,2893
Sheilah,0.002,88.351,2894
Shavonne,0.002,88.352,2895
Sanora,0.002,88.354,2896
Rochell,0.002,88.355,2897
Mathilde,0.002,88.357,2898
Margareta,0.002,88.359,2899
Maia,0.002,88.360,2900
Lynsey,0.002,88.362,2901
Lawanna,0.002,88.363,2902
Launa,0.002,88.365,2903
Kena,0.002,88.367,2904
Keena,0.002,88.368,2905
Katia,0.002,88.370,2906
Jamey,0.002,88.371,2907
Glynda,0.002,88.373,2908
Gaylene,0.002,88.375,2909
Elvina,0.002,88.376,2910
Elanor,0.002,88.378,2911
Danuta,0.002,88.379,2912
Danika,0.002,88.381,2913
Cristen,0.002,88.383,2914
Cordie,0.002,88.384,2915
Coletta,0.002,88.386,2916
Clarita,0.002,88.387,2917
Carmon,0.002,88.389,2918
Brynn,0.002,88.391,2919
Azucena,0.002,88.392,2920
Aundrea,0.002,88.394,2921
Angele,0.002,88.395,2922
Yi,0.002,88.397,2923
Walter,0.002,88.399,2924
Verlie,0.002,88.400,2925
Verlene,0.002,88.402,2926
Tamesha,0.002,88.403,2927
Silvana,0.002,88.405,2928
Sebrina,0.002,88.406,2929
Samira,0.002,88.408,2930
Reda,0.002,88.410,2931
Raylene,0.002,88.411,2932
Penni,0.002,88.413,2933
Pandora,0.002,88.414,2934
Norah,0.002,88.416,2935
Noma,0.002,88.417,2936
Mireille,0.002,88.419,2937
Melissia,0.002,88.421,2938
Maryalice,0.002,88.422,2939
Laraine,0.002,88.424,2940
Kimbery,0.002,88.425,2941
Karyl,0.002,88.427,2942
Karine,0.002,88.428,2943
Kam,0.002,88.430,2944
Jolanda,0.002,88.432,2945
Johana,0.002,88.433,2946
Jesusa,0.002,88.435,2947
Jaleesa,0.002,88.436,2948
Jae,0.002,88.438,2949
Jacquelyne,0.002,88.439,2950
Irish,0.002,88.441,2951
Iluminada,0.002,88.443,2952
Hilaria,0.002,88.444,2953
Hanh,0.002,88.446,2954
Gennie,0.002,88.447,2955
Francie,0.002,88.449,2956
Floretta,0.002,88.450,2957
Exie,0.002,88.452,2958
Edda,0.002,88.454,2959
Drema,0.002,88.455,2960
Delpha,0.002,88.457,2961
Bev,0.002,88.458,2962
Barbar,0.002,88.460,2963
Assunta,0.002,88.461,2964
Ardell,0.002,88.463,2965
Annalisa,0.002,88.465,2966
Alisia,0.002,88.466,2967
Yukiko,0.002,88.468,2968
Yolando,0.002,88.469,2969
Wonda,0.002,88.471,2970
Wei,0.002,88.472,2971
Waltraud,0.002,88.474,2972
Veta,0.002,88.475,2973
Tequila,0.002,88.477,2974
Temeka,0.002,88.478,2975
Tameika,0.002,88.480,2976
Shirleen,0.002,88.481,2977
Shenita,0.002,88.483,2978
Piedad,0.002,88.485,2979
Ozella,0.002,88.486,2980
Mirtha,0.002,88.488,2981
Marilu,0.002,88.489,2982
Kimiko,0.002,88.491,2983
Juliane,0.002,88.492,2984
Jenice,0.002,88.494,2985
Jen,0.002,88.495,2986
Janay,0.002,88.497,2987
Jacquiline,0.002,88.498,2988
Hilde,0.002,88.500,2989
Fe,0.002,88.502,2990
Fae,0.002,88.503,2991
Evan,0.002,88.505,2992
Eugene,0.002,88.506,2993
Elois,0.002,88.508,2994
Echo,0.002,88.509,2995
Devorah,0.002,88.511,2996
Chau,0.002,88.512,2997
Brinda,0.002,88.514,2998
Betsey,0.002,88.515,2999
Arminda,0.002,88.517,3000
Aracelis,0.002,88.518,3001
Apryl,0.002,88.520,3002
Annett,0.002,88.522,3003
Alishia,0.002,88.523,3004
Veola,0.002,88.525,3005
Usha,0.002,88.526,3006
Toshiko,0.002,88.528,3007
Theola,0.002,88.529,3008
Tashia,0.002,88.531,3009
Talitha,0.002,88.532,3010
Shery,0.002,88.534,3011
Rudy,0.002,88.535,3012
Renetta,0.002,88.537,3013
Reiko,0.002,88.538,3014
Rasheeda,0.002,88.540,3015
Omega,0.002,88.541,3016
Obdulia,0.002,88.543,3017
Mika,0.002,88.544,3018
Melaine,0.002,88.546,3019
Meggan,0.002,88.547,3020
Martin,0.002,88.549,3021
Marlen,0.002,88.550,3022
Marget,0.002,88.552,3023
Marceline,0.002,88.553,3024
Mana,0.002,88.555,3025
Magdalen,0.002,88.556,3026
Librada,0.002,88.558,3027
Lezlie,0.002,88.559,3028
Lexie,0.002,88.561,3029
Latashia,0.002,88.562,3030
Lasandra,0.002,88.564,3031
Kelle,0.002,88.565,3032
Isidra,0.002,88.567,3033
Isa,0.002,88.568,3034
Inocencia,0.002,88.570,3035
Gwyn,0.002,88.571,3036
Francoise,0.002,88.573,3037
Erminia,0.002,88.574,3038
Erinn,0.002,88.576,3039
Dimple,0.002,88.577,3040
Devora,0.002,88.579,3041
Criselda,0.002,88.580,3042
Armanda,0.002,88.582,3043
Arie,0.002,88.583,3044
Ariane,0.002,88.585,3045
Angelo,0.002,88.586,3046
Angelena,0.002,88.588,3047
Allen,0.002,88.589,3048
Aliza,0.002,88.591,3049
Adriene,0.002,88.592,3050
Adaline,0.002,88.594,3051
Xochitl,0.001,88.595,3052
Twanna,0.001,88.597,3053
Tran,0.001,88.598,3054
Tomiko,0.001,88.600,3055
Tamisha,0.001,88.601,3056
Taisha,0.001,88.603,3057
Susy,0.001,88.604,3058
Siu,0.001,88.606,3059
Rutha,0.001,88.607,3060
Roxy,0.001,88.609,3061
Rhona,0.001,88.610,3062
Raymond,0.001,88.612,3063
Otha,0.001,88.613,3064
Noriko,0.001,88.615,3065
Natashia,0.001,88.616,3066
Merrie,0.001,88.618,3067
Melvin,0.001,88.619,3068
Marinda,0.001,88.620,3069
Mariko,0.001,88.622,3070
Margert,0.001,88.623,3071
Loris,0.001,88.625,3072
Lizzette,0.001,88.626,3073
Leisha,0.001,88.628,3074
Kaila,0.001,88.629,3075
Ka,0.001,88.631,3076
Joannie,0.001,88.632,3077
Jerrica,0.001,88.634,3078
Jene,0.001,88.635,3079
Jannet,0.001,88.637,3080
Janee,0.001,88.638,3081
Jacinda,0.001,88.640,3082
Herta,0.001,88.641,3083
Elenore,0.001,88.643,3084
Doretta,0.001,88.644,3085
Delaine,0.001,88.646,3086
Daniell,0.001,88.647,3087
Claudie,0.001,88.649,3088
China,0.001,88.650,3089
Britta,0.001,88.651,3090
Apolonia,0.001,88.653,3091
Amberly,0.001,88.654,3092
Alease,0.001,88.656,3093
Yuri,0.001,88.657,3094
Yuk,0.001,88.659,3095
Wen,0.001,88.660,3096
Waneta,0.001,88.662,3097
Ute,0.001,88.663,3098
Tomi,0.001,88.665,3099
Sharri,0.001,88.666,3100
Sandie,0.001,88.667,3101
Roselle,0.001,88.669,3102
Reynalda,0.001,88.670,3103
Raguel,0.001,88.672,3104
Phylicia,0.001,88.673,3105
Patria,0.001,88.675,3106
Olimpia,0.001,88.676,3107
Odelia,0.001,88.678,3108
Mitzie,0.001,88.679,3109
Mitchell,0.001,88.680,3110
Miss,0.001,88.682,3111
Minda,0.001,88.683,3112
Mignon,0.001,88.685,3113
Mica,0.001,88.686,3114
Mendy,0.001,88.688,3115
Marivel,0.001,88.689,3116
Maile,0.001,88.691,3117
Lynetta,0.001,88.692,3118
Lavette,0.001,88.693,3119
Lauryn,0.001,88.695,3120
Latrisha,0.001,88.696,3121
Lakiesha,0.001,88.698,3122
Kiersten,0.001,88.699,3123
Kary,0.001,88.701,3124
Josphine,0.001,88.702,3125
Jolyn,0.001,88.704,3126
Jetta,0.001,88.705,3127
Janise,0.001,88.706,3128
Jacquie,0.001,88.708,3129
Ivelisse,0.001,88.709,3130
Glynis,0.001,88.711,3131
Gianna,0.001,88.712,3132
Gaynelle,0.001,88.714,3133
Emerald,0.001,88.715,3134
Demetrius,0.001,88.717,3135
Danyell,0.001,88.718,3136
Danille,0.001,88.719,3137
Dacia,0.001,88.721,3138
Coralee,0.001,88.722,3139
Cher,0.001,88.724,3140
Ceola,0.001,88.725,3141
Brett,0.001,88.727,3142
Bell,0.001,88.728,3143
Arianne,0.001,88.730,3144
Aleshia,0.001,88.731,3145
Yung,0.001,88.732,3146
Williemae,0.001,88.734,3147
Troy,0.001,88.735,3148
Trinh,0.001,88.737,3149
Thora,0.001,88.738,3150
Tai,0.001,88.739,3151
Svetlana,0.001,88.741,3152
Sherika,0.001,88.742,3153
Shemeka,0.001,88.744,3154
Shaunda,0.001,88.745,3155
Roseline,0.001,88.747,3156
Ricki,0.001,88.748,3157
Melda,0.001,88.749,3158
Mallie,0.001,88.751,3159
Lavonna,0.001,88.752,3160
Latina,0.001,88.754,3161
Larry,0.001,88.755,3162
Laquanda,0.001,88.756,3163
Lala,0.001,88.758,3164
Lachelle,0.001,88.759,3165
Klara,0.001,88.761,3166
Kandis,0.001,88.762,3167
Johna,0.001,88.763,3168
Jeanmarie,0.001,88.765,3169
Jaye,0.001,88.766,3170
Hang,0.001,88.768,3171
Grayce,0.001,88.769,3172
Gertude,0.001,88.771,3173
Emerita,0.001,88.772,3174
Ebonie,0.001,88.773,3175
Clorinda,0.001,88.775,3176
Ching,0.001,88.776,3177
Chery,0.001,88.778,3178
Carola,0.001,88.779,3179
Breann,0.001,88.780,3180
Blossom,0.001,88.782,3181
Bernardine,0.001,88.783,3182
Becki,0.001,88.785,3183
Arletha,0.001,88.786,3184
Argelia,0.001,88.788,3185
Ara,0.001,88.789,3186
Alita,0.001,88.790,3187
Yulanda,0.001,88.792,3188
Yon,0.001,88.793,3189
Yessenia,0.001,88.794,3190
Tobi,0.001,88.796,3191
Tasia,0.001,88.797,3192
Sylvie,0.001,88.799,3193
Shirl,0.001,88.800,3194
Shirely,0.001,88.801,3195
Sheridan,0.001,88.803,3196
Shella,0.001,88.804,3197
Shantelle,0.001,88.806,3198
Sacha,0.001,88.807,3199
Royce,0.001,88.808,3200
Rebecka,0.001,88.810,3201
Reagan,0.001,88.811,3202
Providencia,0.001,88.812,3203
Paulene,0.001,88.814,3204
Misha,0.001,88.815,3205
Miki,0.001,88.817,3206
Marline,0.001,88.818,3207
Marica,0.001,88.819,3208
Lorita,0.001,88.821,3209
Latoyia,0.001,88.822,3210
Lasonya,0.001,88.824,3211
Kerstin,0.001,88.825,3212
Kenda,0.001,88.826,3213
Keitha,0.001,88.828,3214
Kathrin,0.001,88.829,3215
Jaymie,0.001,88.830,3216
Jack,0.001,88.832,3217
Gricelda,0.001,88.833,3218
Ginette,0.001,88.835,3219
Eryn,0.001,88.836,3220
Elina,0.001,88.837,3221
Elfrieda,0.001,88.839,3222
Danyel,0.001,88.840,3223
Cheree,0.001,88.841,3224
Chanelle,0.001,88.843,3225
Barrie,0.001,88.844,3226
Avery,0.001,88.846,3227
Aurore,0.001,88.847,3228
Annamaria,0.001,88.848,3229
Alleen,0.001,88.850,3230
Ailene,0.001,88.851,3231
Aide,0.001,88.853,3232
Yasmine,0.001,88.854,3233
Vashti,0.001,88.855,3234
Valentine,0.001,88.857,3235
Treasa,0.001,88.858,3236
Tory,0.001,88.859,3237
Tiffaney,0.001,88.861,3238
Sheryll,0.001,88.862,3239
Sharie,0.001,88.863,3240
Shanae,0.001,88.865,3241
Sau,0.001,88.866,3242
Raisa,0.001,88.867,3243
Pa,0.001,88.869,3244
Neda,0.001,88.870,3245
Mitsuko,0.001,88.871,3246
Mirella,0.001,88.873,3247
Milda,0.001,88.874,3248
Maryanna,0.001,88.875,3249
Maragret,0.001,88.877,3250
Mabelle,0.001,88.878,3251
Luetta,0.001,88.880,3252
Lorina,0.001,88.881,3253
Letisha,0.001,88.882,3254
Latarsha,0.001,88.884,3255
Lanelle,0.001,88.885,3256
Lajuana,0.001,88.886,3257
Krissy,0.001,88.888,3258
Karly,0.001,88.889,3259
Karena,0.001,88.890,3260
Jon,0.001,88.892,3261
Jessika,0.001,88.893,3262
Jerica,0.001,88.894,3263
Jeanelle,0.001,88.896,3264
January,0.001,88.897,3265
Jalisa,0.001,88.898,3266
Jacelyn,0.001,88.900,3267
Izola,0.001,88.901,3268
Ivey,0.001,88.902,3269
Gregory,0.001,88.904,3270
Euna,0.001,88.905,3271
Etha,0.001,88.907,3272
Drew,0.001,88.908,3273
Domitila,0.001,88.909,3274
Dominica,0.001,88.911,3275
Daina,0.001,88.912,3276
Creola,0.001,88.913,3277
Carli,0.001,88.915,3278
Camie,0.001,88.916,3279
Bunny,0.001,88.917,3280
Brittny,0.001,88.919,3281
Ashanti,0.001,88.920,3282
Anisha,0.001,88.921,3283
Aleen,0.001,88.923,3284
Adah,0.001,88.924,3285
Yasuko,0.001,88.925,3286
Winter,0.001,88.927,3287
Viki,0.001,88.928,3288
Valrie,0.001,88.929,3289
Tona,0.001,88.931,3290
Tinisha,0.001,88.932,3291
Thi,0.001,88.933,3292
Terisa,0.001,88.935,3293
Tatum,0.001,88.936,3294
Taneka,0.001,88.937,3295
Simonne,0.001,88.939,3296
Shalanda,0.001,88.940,3297
Serita,0.001,88.941,3298
Ressie,0.001,88.943,3299
Refugia,0.001,88.944,3300
Paz,0.001,88.945,3301
Olene,0.001,88.947,3302
Na,0.001,88.948,3303
Merrill,0.001,88.949,3304
Margherita,0.001,88.950,3305
Mandie,0.001,88.952,3306
Man,0.001,88.953,3307
Maire,0.001,88.954,3308
Lyndia,0.001,88.956,3309
Luci,0.001,88.957,3310
Lorriane,0.001,88.958,3311
Loreta,0.001,88.960,3312
Leonia,0.001,88.961,3313
Lavona,0.001,88.962,3314
Lashawnda,0.001,88.964,3315
Lakia,0.001,88.965,3316
Kyoko,0.001,88.966,3317
Krystina,0.001,88.968,3318
Krysten,0.001,88.969,3319
Kenia,0.001,88.970,3320
Kelsi,0.001,88.972,3321
Jude,0.001,88.973,3322
Jeanice,0.001,88.974,3323
Isobel,0.001,88.976,3324
Georgiann,0.001,88.977,3325
Genny,0.001,88.978,3326
Felicidad,0.001,88.979,3327
Eilene,0.001,88.981,3328
Deon,0.001,88.982,3329
Deloise,0.001,88.983,3330
Deedee,0.001,88.985,3331
Dannie,0.001,88.986,3332
Conception,0.001,88.987,3333
Clora,0.001,88.989,3334
Cherilyn,0.001,88.990,3335
Chang,0.001,88.991,3336
Calandra,0.001,88.993,3337
Berry,0.001,88.994,3338
Armandina,0.001,88.995,3339
Anisa,0.001,88.997,3340
Ula,0.001,88.998,3341
Timothy,0.001,88.999,3342
Tiera,0.001,89.000,3343
Theressa,0.001,89.002,3344
Stephania,0.001,89.003,3345
Sima,0.001,89.004,3346
Shyla,0.001,89.006,3347
Shonta,0.001,89.007,3348
Shera,0.001,89.008,3349
Shaquita,0.001,89.010,3350
Shala,0.001,89.011,3351
Sammy,0.001,89.012,3352
Rossana,0.001,89.013,3353
Nohemi,0.001,89.015,3354
Nery,0.001,89.016,3355
Moriah,0.001,89.017,3356
Melita,0.001,89.019,3357
Melida,0.001,89.020,3358
Melani,0.001,89.021,3359
Marylynn,0.001,89.022,3360
Marisha,0.001,89.024,3361
Mariette,0.001,89.025,3362
Malorie,0.001,89.026,3363
Madelene,0.001,89.028,3364
Ludivina,0.001,89.029,3365
Loria,0.001,89.030,3366
Lorette,0.001,89.031,3367
Loralee,0.001,89.033,3368
Lianne,0.001,89.034,3369
Leon,0.001,89.035,3370
Lavenia,0.001,89.037,3371
Laurinda,0.001,89.038,3372
Lashon,0.001,89.039,3373
Kit,0.001,89.040,3374
Kimi,0.001,89.042,3375
Keila,0.001,89.043,3376
Katelynn,0.001,89.044,3377
Kai,0.001,89.046,3378
Jone,0.001,89.047,3379
Joane,0.001,89.048,3380
Ji,0.001,89.049,3381
Jayna,0.001,89.051,3382
Janella,0.001,89.052,3383
Ja,0.001,89.053,3384
Hue,0.001,89.055,3385
Hertha,0.001,89.056,3386
Francene,0.001,89.057,3387
Elinore,0.001,89.058,3388
Despina,0.001,89.060,3389
Delsie,0.001,89.061,3390
Deedra,0.001,89.062,3391
Clemencia,0.001,89.064,3392
Carry,0.001,89.065,3393
Carolin,0.001,89.066,3394
Carlos,0.001,89.067,3395
Bulah,0.001,89.069,3396
Brittanie,0.001,89.070,3397
Bok,0.001,89.071,3398
Blondell,0.001,89.073,3399
Bibi,0.001,89.074,3400
Beaulah,0.001,89.075,3401
Beata,0.001,89.076,3402
Annita,0.001,89.078,3403
Agripina,0.001,89.079,3404
Virgen,0.001,89.080,3405
Valene,0.001,89.082,3406
Un,0.001,89.083,3407
Twanda,0.001,89.084,3408
Tommye,0.001,89.085,3409
Toi,0.001,89.087,3410
Tarra,0.001,89.088,3411
Tari,0.001,89.089,3412
Tammera,0.001,89.090,3413
Shakia,0.001,89.092,3414
Sadye,0.001,89.093,3415
Ruthanne,0.001,89.094,3416
Rochel,0.001,89.095,3417
Rivka,0.001,89.097,3418
Pura,0.001,89.098,3419
Nenita,0.001,89.099,3420
Natisha,0.001,89.100,3421
Ming,0.001,89.102,3422
Merrilee,0.001,89.103,3423
Melodee,0.001,89.104,3424
Marvis,0.001,89.105,3425
Lucilla,0.001,89.107,3426
Leena,0.001,89.108,3427
Laveta,0.001,89.109,3428
Larita,0.001,89.110,3429
Lanie,0.001,89.112,3430
Keren,0.001,89.113,3431
Ileen,0.001,89.114,3432
Georgeann,0.001,89.115,3433
Genna,0.001,89.117,3434
Genesis,0.001,89.118,3435
Frida,0.001,89.119,3436
Ewa,0.001,89.120,3437
Eufemia,0.001,89.122,3438
Emely,0.001,89.123,3439
Ela,0.001,89.124,3440
Edyth,0.001,89.126,3441
Deonna,0.001,89.127,3442
Deadra,0.001,89.128,3443
Darlena,0.001,89.129,3444
Chanell,0.001,89.131,3445
Chan,0.001,89.132,3446
Cathern,0.001,89.133,3447
Cassondra,0.001,89.134,3448
Cassaundra,0.001,89.136,3449
Bernarda,0.001,89.137,3450
Berna,0.001,89.138,3451
Arlinda,0.001,89.139,3452
Anamaria,0.001,89.141,3453
Albert,0.001,89.142,3454
Wesley,0.001,89.143,3455
Vertie,0.001,89.144,3456
Valeri,0.001,89.146,3457
Torri,0.001,89.147,3458
Tatyana,0.001,89.148,3459
Stasia,0.001,89.149,3460
Sherise,0.001,89.150,3461
Sherill,0.001,89.152,3462
Season,0.001,89.153,3463
Scottie,0.001,89.154,3464
Sanda,0.001,89.155,3465
Ruthe,0.001,89.157,3466
Rosy,0.001,89.158,3467
Roberto,0.001,89.159,3468
Robbi,0.001,89.160,3469
Ranee,0.001,89.161,3470
Quyen,0.001,89.163,3471
Pearly,0.001,89.164,3472
Palmira,0.001,89.165,3473
Onita,0.001,89.166,3474
Nisha,0.001,89.168,3475
Niesha,0.001,89.169,3476
Nida,0.001,89.170,3477
Nevada,0.001,89.171,3478
Nam,0.001,89.172,3479
Merlyn,0.001,89.174,3480
Mayola,0.001,89.175,3481
Marylouise,0.001,89.176,3482
Maryland,0.001,89.177,3483
Marx,0.001,89.179,3484
Marth,0.001,89.180,3485
Margene,0.001,89.181,3486
Madelaine,0.001,89.182,3487
Londa,0.001,89.183,3488
Leontine,0.001,89.185,3489
Leoma,0.001,89.186,3490
Leia,0.001,89.187,3491
Lawrence,0.001,89.188,3492
Lauralee,0.001,89.190,3493
Lanora,0.001,89.191,3494
Lakita,0.001,89.192,3495
Kiyoko,0.001,89.193,3496
Keturah,0.001,89.195,3497
Katelin,0.001,89.196,3498
Kareen,0.001,89.197,3499
Jonie,0.001,89.198,3500
Johnette,0.001,89.199,3501
Jenee,0.001,89.201,3502
Jeanett,0.001,89.202,3503
Izetta,0.001,89.203,3504
Hiedi,0.001,89.204,3505
Heike,0.001,89.206,3506
Hassie,0.001,89.207,3507
Harold,0.001,89.208,3508
Giuseppina,0.001,89.209,3509
Georgann,0.001,89.210,3510
Fidela,0.001,89.212,3511
Fernande,0.001,89.213,3512
Elwanda,0.001,89.214,3513
Ellamae,0.001,89.215,3514
Eliz,0.001,89.217,3515
Dusti,0.001,89.218,3516
Dotty,0.001,89.219,3517
Cyndy,0.001,89.220,3518
Coralie,0.001,89.221,3519
Celesta,0.001,89.223,3520
Argentina,0.001,89.224,3521
Alverta,0.001,89.225,3522
Xenia,0.001,89.226,3523
Wava,0.001,89.228,3524
Vanetta,0.001,89.229,3525
Torrie,0.001,89.230,3526
Tashina,0.001,89.231,3527
Tandy,0.001,89.232,3528
Tambra,0.001,89.233,3529
Tama,0.001,89.235,3530
Stepanie,0.001,89.236,3531
Shila,0.001,89.237,3532
Shaunta,0.001,89.238,3533
Sharan,0.001,89.239,3534
Shaniqua,0.001,89.241,3535
Shae,0.001,89.242,3536
Setsuko,0.001,89.243,3537
Serafina,0.001,89.244,3538
Sandee,0.001,89.245,3539
Rosamaria,0.001,89.247,3540
Priscila,0.001,89.248,3541
Olinda,0.001,89.249,3542
Nadene,0.001,89.250,3543
Muoi,0.001,89.251,3544
Michelina,0.001,89.253,3545
Mercedez,0.001,89.254,3546
Maryrose,0.001,89.255,3547
Marin,0.001,89.256,3548
Marcene,0.001,89.257,3549
Mao,0.001,89.259,3550
Magali,0.001,89.260,3551
Mafalda,0.001,89.261,3552
Logan,0.001,89.262,3553
Linn,0.001,89.263,3554
Lannie,0.001,89.265,3555
Kayce,0.001,89.266,3556
Karoline,0.001,89.267,3557
Kamilah,0.001,89.268,3558
Kamala,0.001,89.269,3559
Justa,0.001,89.270,3560
Joline,0.001,89.272,3561
Jennine,0.001,89.273,3562
Jacquetta,0.001,89.274,3563
Iraida,0.001,89.275,3564
Gerald,0.001,89.276,3565
Georgeanna,0.001,89.278,3566
Franchesca,0.001,89.279,3567
Fairy,0.001,89.280,3568
Emeline,0.001,89.281,3569
Elane,0.001,89.282,3570
Ehtel,0.001,89.284,3571
Earlie,0.001,89.285,3572
Dulcie,0.001,89.286,3573
Dalene,0.001,89.287,3574
Cris,0.001,89.288,3575
Classie,0.001,89.290,3576
Chere,0.001,89.291,3577
Charis,0.001,89.292,3578
Caroyln,0.001,89.293,3579
Carmina,0.001,89.294,3580
Carita,0.001,89.296,3581
Brian,0.001,89.297,3582
Bethanie,0.001,89.298,3583
