USPS,GEOID,ANSICODE,NAME,LSAD,FUNCSTAT,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG
OK,4002650,02411644,Arkoma town,43,A,8995307,122998,3.473,0.047,35.330168,-94.448328
OK,4002750,02411645,Armstrong town,43,A,231003,0,0.089,0.000,34.052824,-96.344779
OK,4002800,02411646,Arnett town,43,A,1111215,0,0.429,0.000,36.135082,-99.771191
OK,4002900,02629904,Arpelar CDP,57,S,5765166,6816,2.226,0.003,34.932848,-95.951695
OK,4003000,02411648,Asher town,43,A,2053696,0,0.793,0.000,34.988423,-96.925470
OK,4003050,02411649,Ashland town,43,A,513186,7714,0.198,0.003,34.765535,-96.070878
OK,4003300,02409750,Atoka city,25,A,21620700,444105,8.348,0.171,34.385175,-96.131002
OK,4003350,02411652,Atwood town,43,A,709302,583,0.274,0.000,34.955155,-96.336762
OK,4003500,02411654,Avant town,43,A,887991,21109,0.343,0.008,36.488674,-96.060148
OK,4003815,02584373,Badger Lee CDP,57,S,1815292,5130,0.701,0.002,35.473517,-94.819029
OK,4004075,02407794,Ballou CDP,57,S,9501089,0,3.668,0.000,36.142127,-95.199834
OK,4004250,02409788,Barnsdall city,25,A,1513322,10772,0.584,0.004,36.560130,-96.162407
OK,4004450,02409792,Bartlesville city,25,A,58924602,63673,22.751,0.025,36.737668,-95.948454
OK,4004700,02411672,Bearden town,43,A,19222706,275387,7.422,0.106,35.364300,-96.388554
OK,4004750,02411674,Beaver town,43,A,2993422,0,1.156,0.000,36.815126,-100.523521
OK,4004950,02629906,Bee CDP,57,S,3363175,17059,1.299,0.007,34.124622,-96.568760
OK,4005000,02409813,Beggs city,25,A,10914917,10085,4.214,0.004,35.741386,-96.066464
OK,4005070,02407823,Belfonte CDP,57,S,20441878,104809,7.893,0.040,35.542913,-94.551166
OK,4005090,02407825,Bell CDP,57,S,30710227,60517,11.857,0.023,35.744005,-94.552361
OK,4005400,02411677,Bennington town,43,A,1450518,0,0.560,0.000,34.003829,-96.037571
OK,4005550,02411679,Bernice town,43,A,2244903,1520789,0.867,0.587,36.617283,-94.914452
OK,4005650,02411682,Bessie town,43,A,1313026,0,0.507,0.000,35.385422,-98.989317
OK,4005700,02409839,Bethany city,25,A,13540900,0,5.228,0.000,35.507174,-97.641734
OK,4005800,02411683,Bethel Acres town,43,A,73235444,28087,28.276,0.011,35.311367,-97.045060
OK,4005900,02411686,Big Cabin town,43,A,5680745,0,2.193,0.000,36.540187,-95.222116
OK,4006100,02411691,Billings town,43,A,1666613,0,0.643,0.000,36.536108,-97.435541
OK,4006200,02411692,Binger town,43,A,2257460,0,0.872,0.000,35.310416,-98.343200
OK,4006350,02629907,Bison CDP,57,S,2743237,0,1.059,0.000,36.195948,-97.897913
OK,4006400,02409854,Bixby city,25,A,64359049,2765447,24.849,1.068,35.946456,-95.873361
OK,4006450,02411694,Blackburn town,43,A,764742,73380,0.295,0.028,36.373312,-96.596551
OK,4006500,02584374,Blackgum CDP,57,S,563398,1668,0.218,0.001,35.612047,-94.992145
OK,4006600,02409858,Blackwell city,25,A,14438621,17842,5.575,0.007,36.800981,-97.300572
OK,4006650,02411695,Blair town,43,A,1197944,0,0.463,0.000,34.779799,-99.333001
OK,4006700,02409861,Blanchard city,25,A,76841699,254837,29.669,0.098,35.152343,-97.665221
OK,4006750,02629908,Blanco CDP,57,S,1698223,8263,0.656,0.003,34.750821,-95.773563
OK,4006900,02629909,Blue CDP,57,S,6516823,0,2.516,0.000,33.989938,-96.230368
OK,4006950,02411701,Bluejacket town,43,A,1021117,0,0.394,0.000,36.800797,-95.074074
OK,4007300,02409877,Boise City city,25,A,3415829,0,1.319,0.000,36.730925,-102.511157
OK,4007350,02411703,Bokchito town,43,A,1011746,0,0.391,0.000,34.017873,-96.141694
OK,4007450,02411704,Bokoshe town,43,A,1414009,0,0.546,0.000,35.190807,-94.790311
OK,4007500,02411705,Boley town,43,A,4259140,13868,1.644,0.005,35.489868,-96.479953
OK,4007750,02411710,Boswell town,43,A,1776220,27707,0.686,0.011,34.028223,-95.868490
OK,4007950,02411714,Bowlegs town,43,A,9558376,0,3.691,0.000,35.147343,-96.669080
OK,4008050,02584375,Box CDP,57,S,8520508,37244,3.290,0.014,35.570018,-94.972753
OK,4008150,02411716,Boynton town,43,A,1088254,11980,0.420,0.005,35.649375,-95.654263
OK,4008300,02411717,Bradley town,43,A,578411,0,0.223,0.000,34.877911,-97.708657
OK,4008400,02411718,Braggs town,43,A,859748,0,0.332,0.000,35.663208,-95.198421
OK,4008450,02411719,Braman town,43,A,447012,0,0.173,0.000,36.923662,-97.335049
OK,4008550,02411721,Bray town,43,A,159471866,3384234,61.572,1.307,34.608360,-97.817484
OK,4008600,02411723,Breckenridge town,43,A,39263487,146192,15.160,0.056,36.457242,-97.725465
OK,4008650,02407901,Brent CDP,57,S,28958103,11730636,11.181,4.529,35.366220,-94.792473
OK,4008725,02411725,Bridge Creek town,43,A,4281590,0,1.653,0.000,35.236133,-97.719497
OK,4008750,02409906,Bridgeport city,25,A,1388438,0,0.536,0.000,35.547590,-98.377474
OK,4008775,02407904,Briggs CDP,57,S,9978555,141629,3.853,0.055,35.918510,-94.904606
OK,4008900,02409913,Bristow city,25,A,9183464,154874,3.546,0.060,35.833592,-96.394395
OK,4009050,02409914,Broken Arrow city,25,A,159889421,1579677,61.734,0.610,36.036529,-95.780996
OK,4009100,02409915,Broken Bow city,25,A,15841572,109701,6.116,0.042,34.027882,-94.742231
OK,4009150,02411731,Bromide town,43,A,1658368,0,0.640,0.000,34.417998,-96.494848
OK,4009400,02411734,Brooksville town,43,A,7623170,0,2.943,0.000,35.210301,-96.960905
OK,4009612,02407912,Brush Creek CDP,57,S,2115176,0,0.817,0.000,36.416383,-94.784245
OK,4009650,02407914,Brushy CDP,57,S,67387539,303995,26.018,0.117,35.561647,-94.747517
OK,4009850,02411740,Buffalo town,43,A,2925270,0,1.129,0.000,36.829412,-99.637673
OK,4009887,02407920,Bull Hollow CDP,57,S,13947698,0,5.385,0.000,36.304626,-94.900826
OK,4009950,02411743,Burbank town,43,A,874852,10607,0.338,0.004,36.696085,-96.728112
OK,4010050,02411744,Burlington town,43,A,711722,0,0.275,0.000,36.900137,-98.423421
OK,4010150,02629937,Burneyville CDP,57,S,44587559,336233,17.215,0.130,33.890125,-97.292396
OK,4010250,02411747,Burns Flat town,43,A,2247125,0,0.868,0.000,35.354805,-99.175032
OK,4010400,02407929,Bushyhead CDP,57,S,38731409,62669,14.954,0.024,36.461624,-95.505471
OK,4010450,02411749,Butler town,43,A,2641931,0,1.020,0.000,35.635095,-99.184186
OK,4010460,02584376,Butler CDP,57,S,7206760,0,2.783,0.000,36.538689,-94.740672
OK,4010550,02413142,Byars town,43,A,3985297,276215,1.539,0.107,34.871969,-97.054224
OK,4010600,02413143,Byng town,43,A,16976299,0,6.555,0.000,34.865898,-96.667807
OK,4010650,02413145,Byron town,43,A,621426,0,0.240,0.000,36.901462,-98.294569
OK,4010700,02409952,Cache city,25,A,9099278,37702,3.513,0.015,34.634147,-98.623391
OK,4010800,02413147,Caddo town,43,A,6599842,0,2.548,0.000,34.128810,-96.267841
OK,4010950,02413148,Calera town,43,A,12492704,195685,4.823,0.076,33.931379,-96.429980
OK,4011050,02413150,Calumet town,43,A,3309320,956,1.278,0.000,35.601491,-98.124448
OK,4011100,02413151,Calvin town,43,A,1259582,968,0.486,0.000,34.967521,-96.253556
OK,4011150,02413152,Camargo town,43,A,667040,0,0.258,0.000,36.017897,-99.288292
OK,4011300,02413153,Cameron town,43,A,718957,0,0.278,0.000,35.135098,-94.535899
OK,4011450,02413156,Canadian town,43,A,1904548,0,0.735,0.000,35.174143,-95.649647
OK,4011550,02413157,Caney town,43,A,2093535,0,0.808,0.000,34.235582,-96.217010
OK,4011600,02413160,Canton town,43,A,1348052,0,0.520,0.000,36.054958,-98.588357
OK,4011650,02413161,Canute town,43,A,1687852,0,0.652,0.000,35.421973,-99.277523
OK,4011750,02413163,Capron town,43,I,280693,0,0.108,0.000,36.896677,-98.577571
OK,4011975,02407963,Carlisle CDP,57,S,68187655,237840,26.327,0.092,35.506877,-95.032222
OK,4011990,02747316,Carlton Landing town,43,A,253764,0,0.098,0.000,35.204735,-95.544918
OK,4012000,02413170,Carmen town,43,A,3911614,0,1.510,0.000,36.579091,-98.457784
OK,4012050,02413171,Carnegie town,43,A,3552779,0,1.372,0.000,35.102385,-98.599496
OK,4012100,02413172,Carney town,43,A,4491829,49575,1.734,0.019,35.805891,-97.015542
OK,4012200,02413173,Carrier town,43,A,3179347,0,1.228,0.000,36.478594,-98.017200
OK,4012300,02413175,Carter town,43,A,1203286,0,0.465,0.000,35.217457,-99.503820
OK,4012550,02629910,Cartwright CDP,57,S,6140935,20364,2.371,0.008,33.855390,-96.556978
OK,4012650,02413177,Cashion town,43,A,4429828,7575,1.710,0.003,35.804654,-97.676424
OK,4012750,02413178,Castle town,43,A,456085,1496,0.176,0.001,35.475132,-96.383994
OK,4012900,02409413,Catoosa city,25,A,28962679,58088,11.183,0.022,36.182311,-95.771529
OK,4012915,02407995,Cayuga CDP,57,S,18264774,133102,7.052,0.051,36.637389,-94.651732
OK,4012930,02407998,Cedar Crest CDP,57,S,14217550,0,5.489,0.000,36.121485,-95.166178
OK,4012960,02409419,Cedar Valley city,25,A,5736344,0,2.215,0.000,35.874001,-97.500499
OK,4013000,02413185,Cement town,43,A,1179637,0,0.455,0.000,34.936209,-98.136353
OK,4013100,02409426,Centrahoma city,25,A,626983,0,0.242,0.000,34.610409,-96.343605
OK,4013135,02413188,Central High town,43,A,137036479,2527894,52.910,0.976,34.614327,-98.088648
OK,4013500,02409434,Chandler city,25,A,23521406,2782377,9.082,1.074,35.705536,-96.861948
OK,4013600,02413191,Chattanooga town,43,A,1470864,0,0.568,0.000,34.424247,-98.654089
OK,4013650,02409438,Checotah city,25,A,23194023,165099,8.955,0.064,35.482436,-95.522818
OK,4013700,02413192,Chelsea town,43,A,4589761,0,1.772,0.000,36.532338,-95.435478
OK,4013750,02409442,Cherokee city,25,A,3815718,0,1.473,0.000,36.754715,-98.355060
OK,4013775,02408018,Cherry Tree CDP,57,S,29801222,140495,11.506,0.054,35.746465,-94.643925
OK,4013800,02629911,Chester CDP,57,S,10315429,6673,3.983,0.003,36.215676,-98.921341
OK,4013850,02408022,Chewey CDP,57,S,56116063,73797,21.667,0.028,36.088041,-94.741778
OK,4013900,02413196,Cheyenne town,43,A,2509606,0,0.969,0.000,35.613525,-99.672011
OK,4013950,02409446,Chickasha city,25,A,57067090,123501,22.034,0.048,35.041291,-97.947176
OK,4014200,02409457,Choctaw city,25,A,70720135,90603,27.305,0.035,35.484986,-97.269940
OK,4014300,02413200,Chouteau town,43,A,8914707,4004,3.442,0.002,36.188952,-95.335112
OK,4014350,02407610,Christie CDP,57,S,19601665,192120,7.568,0.074,35.959738,-94.666767
OK,4014500,02413203,Cimarron City town,43,A,4369756,272327,1.687,0.105,35.888778,-97.603211
OK,4014700,02409466,Claremore city,25,A,38292035,674801,14.785,0.261,36.314146,-95.610043
OK,4014750,02629912,Clarita CDP,57,S,20465819,11317,7.902,0.004,34.484536,-96.445879
OK,4014900,02413210,Clayton town,43,A,4447508,62448,1.717,0.024,34.586129,-95.355746
OK,4015050,02413212,Clearview town,43,A,447168,0,0.173,0.000,35.397093,-96.190781
OK,4015250,02407633,Cleora CDP,57,S,30695634,831686,11.852,0.321,36.595027,-94.942887
OK,4015300,02413213,Cleo Springs town,43,A,1451622,0,0.560,0.000,36.404561,-98.440101
OK,4015350,02409481,Cleveland city,25,A,6975546,15967,2.693,0.006,36.310641,-96.470326
OK,4015400,02409485,Clinton city,25,A,24352066,48062,9.402,0.019,35.505647,-98.974253
OK,4015625,02407638,Cloud Creek CDP,57,S,18675857,0,7.211,0.000,36.271243,-94.789960
OK,4015800,02409494,Coalgate city,25,A,4722412,108423,1.823,0.042,34.532271,-96.221205
OK,4016050,02413223,Colbert town,43,A,2861650,5852,1.105,0.002,33.857531,-96.504409
OK,4016100,02413224,Colcord town,43,A,6331702,0,2.445,0.000,36.264722,-94.692023
OK,4016200,02413225,Cole town,43,A,38764547,231720,14.967,0.089,35.098548,-97.562738
OK,4016250,02629913,Coleman CDP,57,S,9907558,5878,3.825,0.002,34.264653,-96.420626
OK,4016350,02410195,Collinsville city,25,A,17685206,182418,6.828,0.070,36.369270,-95.861756
OK,4016400,02413229,Colony town,43,A,2425040,0,0.936,0.000,35.348597,-98.671281
OK,4016450,02410206,Comanche city,25,A,11748395,94221,4.536,0.036,34.362491,-97.979894
OK,4016500,02410210,Commerce city,25,A,2161434,0,0.835,0.000,36.931659,-94.870526
OK,4016700,02629914,Connerville CDP,57,S,5189843,5534,2.004,0.002,34.442069,-96.629676
OK,4017050,02413239,Cooperton town,43,A,1263874,0,0.488,0.000,34.866210,-98.875889
OK,4017100,02413240,Copan town,43,A,2643414,0,1.021,0.000,36.900718,-95.925389
OK,4017110,02407657,Copeland CDP,57,S,18886318,59659,7.292,0.023,36.663723,-94.827150
OK,4017300,02413242,Corn town,43,A,924628,0,0.357,0.000,35.379123,-98.781541
OK,4017350,02413243,Cornish town,43,A,1461079,0,0.564,0.000,34.163714,-97.596713
OK,4017550,02412376,Council Hill town,43,A,819132,0,0.316,0.000,35.555905,-95.652543
OK,4017700,02412378,Covington town,43,A,1066982,0,0.412,0.000,36.307617,-97.588160
OK,4017800,02410254,Coweta city,25,A,27590476,329681,10.653,0.127,35.971822,-95.671012
OK,4017850,02412380,Cowlington town,43,A,2447114,10015,0.945,0.004,35.309628,-94.783967
OK,4017950,02412381,Coyle town,43,A,2000735,0,0.772,0.000,35.954051,-97.238836
OK,4018250,02410261,Crescent city,25,A,2793398,0,1.079,0.000,35.952246,-97.594013
OK,4018450,02412388,Cromwell town,43,A,2811989,3891,1.086,0.002,35.382511,-96.459919
OK,4018550,02412393,Crowder town,43,A,5070146,2265690,1.958,0.875,35.119052,-95.677309
OK,4018850,02410279,Cushing city,25,A,20124583,15521,7.770,0.006,35.979433,-96.759878
OK,4018950,02412398,Custer City town,43,A,1594488,0,0.616,0.000,35.663768,-98.886923
OK,4019000,02412400,Cyril town,43,A,1542313,0,0.595,0.000,34.898657,-98.203040
OK,4019050,02412401,Dacoma town,43,A,1363463,0,0.526,0.000,36.659581,-98.563496
OK,4019150,02629915,Dale CDP,57,S,1990530,0,0.769,0.000,35.384193,-97.043511
OK,4019350,02412407,Davenport town,43,A,2649077,35707,1.023,0.014,35.709380,-96.764208
OK,4019400,02412408,Davidson town,43,A,1244304,0,0.480,0.000,34.242107,-99.078122
OK,4019450,02410297,Davis city,25,A,28534693,52045,11.017,0.020,34.441317,-97.181454
OK,4019650,02412414,Deer Creek town,43,A,356571,0,0.138,0.000,36.806729,-97.519327
OK,4019665,02584377,Deer Lick CDP,57,S,2468661,0,0.953,0.000,36.459467,-94.746813
OK,4019850,02412417,Delaware town,43,A,994791,0,0.384,0.000,36.778868,-95.642564
OK,4019900,02410313,Del City city,25,A,19471975,0,7.518,0.000,35.448278,-97.440785
OK,4020100,02408659,Dennis CDP,57,S,11724274,4755,4.527,0.002,36.547328,-94.876920
OK,4020300,02412420,Depew town,43,A,1069992,870,0.413,0.000,35.801423,-96.506767
OK,4020450,02412422,Devol town,43,A,1308992,0,0.505,0.000,34.195416,-98.588124
OK,4020500,02412423,Dewar town,43,A,2425977,18718,0.937,0.007,35.458618,-95.946974
OK,4020550,02410333,Dewey city,25,A,7342540,0,2.835,0.000,36.791319,-95.932705
OK,4020650,02412428,Dibble town,43,A,19495140,401376,7.527,0.155,35.019652,-97.627084
OK,4020700,02412429,Dickson town,43,A,36247773,297050,13.995,0.115,34.190224,-96.998750
OK,4020850,02412430,Dill City town,43,A,1408963,0,0.544,0.000,35.282040,-99.133605
OK,4020900,02412434,Disney town,43,A,3221989,449838,1.244,0.174,36.474101,-95.017911
OK,4021020,02408676,Dodge CDP,57,S,17079769,0,6.595,0.000,36.578926,-94.638484
OK,4021150,02408684,Dotyville CDP,57,S,1189275,0,0.459,0.000,36.851400,-94.909763
OK,4021200,02412443,Dougherty town,43,A,972420,369,0.375,0.000,34.399808,-97.051480
OK,4021250,02412444,Douglas town,43,A,391267,0,0.151,0.000,36.260411,-97.667491
OK,4021350,02412447,Dover town,43,A,803635,0,0.310,0.000,35.981363,-97.910841
OK,4021672,02408689,Dripping Springs CDP,57,S,3672210,0,1.418,0.000,36.171056,-94.685112
OK,4021676,02584378,Drowning Creek CDP,57,S,2301111,0,0.888,0.000,36.477800,-94.894247
OK,4021700,02412448,Drummond town,43,A,601598,0,0.232,0.000,36.301183,-98.035812
OK,4021750,02410360,Drumright city,25,A,19449131,36537,7.509,0.014,35.989616,-96.599206
OK,4021755,02408690,Dry Creek CDP,57,S,22511611,14897,8.692,0.006,35.733722,-94.868405
OK,4021760,02408691,Duchess Landing CDP,57,S,15379397,0,5.938,0.000,35.398468,-95.416580
OK,4021900,02410368,Duncan city,25,A,111037167,12607161,42.872,4.868,34.506150,-98.005384
OK,4022050,02410375,Durant city,25,A,69172452,164219,26.708,0.063,33.995570,-96.394176
OK,4022200,02412452,Dustin town,43,A,1532019,17330,0.592,0.007,35.271238,-96.031839
OK,4022275,02408698,Dwight Mission CDP,57,S,4710999,40768,1.819,0.016,35.549459,-94.858178
OK,4022350,02629916,Eagletown CDP,57,S,12258490,22225,4.733,0.009,34.041866,-94.570239
OK,4022400,02412457,Eakly town,43,A,665936,0,0.257,0.000,35.305400,-98.556062
OK,4022500,02412458,Earlsboro town,43,A,23767602,40471,9.177,0.016,35.329200,-96.802928
OK,4022550,02412459,East Duke town,43,A,1122817,0,0.434,0.000,34.662796,-99.569627
OK,4023200,02410402,Edmond city,25,A,219359713,8188424,84.695,3.162,35.673807,-97.413076
OK,4023300,02408068,Eldon CDP,57,S,23392737,356206,9.032,0.138,35.940129,-94.809190
OK,4023350,02412471,Eldorado town,43,A,1893275,0,0.731,0.000,34.472950,-99.649841
OK,4023450,02410421,Elgin city,25,A,9943688,37347,3.839,0.014,34.786218,-98.296595
OK,4023500,02410424,Elk City city,25,A,42166004,580981,16.280,0.224,35.417756,-99.399020
OK,4023550,02412477,Elmer town,43,A,1121274,0,0.433,0.000,34.480859,-99.351971
OK,4023575,02584379,Elm Grove CDP,57,S,4295167,10924,1.658,0.004,35.787664,-94.565871
OK,4023600,02412480,Elmore City town,43,A,2369107,240698,0.915,0.093,34.635522,-97.389095
OK,4023700,02410416,El Reno city,25,A,205238781,1537517,79.243,0.594,35.541833,-97.961268
OK,4023900,02412486,Empire City town,43,A,27825887,488012,10.744,0.188,34.477612,-98.059441
OK,4023950,02410442,Enid city,25,A,191541092,214073,73.954,0.083,36.405687,-97.869862
OK,4024200,02410451,Erick city,25,A,2474376,0,0.955,0.000,35.215347,-99.868552
OK,4024300,02412600,Erin Springs town,43,I,414318,4702,0.160,0.002,34.810665,-97.605272
OK,4024460,02412604,Etowah town,43,A,5315699,9274,2.052,0.004,35.125933,-97.170400
OK,4024650,02410459,Eufaula city,25,A,17056052,7833340,6.585,3.024,35.292114,-95.586425
OK,4024762,02408096,Evening Shade CDP,57,S,34494083,169265,13.318,0.065,35.620973,-94.905374
OK,4024850,02412610,Fairfax town,43,A,1980010,2943,0.764,0.001,36.570081,-96.707885
OK,4024875,02408103,Fairfield CDP,57,S,12881429,38789,4.974,0.015,35.837508,-94.608200
OK,4024900,02412614,Fairland town,43,A,2586040,0,0.998,0.000,36.750681,-94.848207
OK,4024950,02412615,Fairmont town,43,A,732727,0,0.283,0.000,36.355228,-97.704453
OK,4025000,02412608,Fair Oaks town,43,A,19822635,8367,7.654,0.003,36.170024,-95.708574
OK,4025100,02410477,Fairview city,25,A,18579346,86628,7.174,0.033,36.270610,-98.477017
OK,4025250,02412619,Fallis town,43,A,759542,0,0.293,0.000,35.749844,-97.118325
OK,4025400,02412620,Fanshawe town,43,A,58458424,254717,22.571,0.098,34.961970,-94.911244
OK,4025450,02412621,Fargo town,43,A,1516407,0,0.585,0.000,36.374224,-99.621955
OK,4025650,02412623,Faxon town,43,A,661662,0,0.255,0.000,34.460281,-98.579362
OK,4025850,02629918,Felt CDP,57,S,1361444,0,0.526,0.000,36.563366,-102.794790
OK,4026250,02412627,Fitzhugh town,43,A,18748780,0,7.239,0.000,34.658093,-96.766541
OK,4026350,02412632,Fletcher town,43,A,2129870,0,0.822,0.000,34.826408,-98.241357
OK,4026415,02408215,Flint Creek CDP,57,S,16634864,500,6.423,0.000,36.171503,-94.740272
OK,4026525,02408222,Flute Springs CDP,57,S,11262149,129682,4.348,0.050,35.626736,-94.799978
OK,4026750,02412635,Foraker town,43,A,555818,0,0.215,0.000,36.872160,-96.569116
OK,4026850,02412636,Forest Park town,43,A,4725816,0,1.825,0.000,35.509526,-97.446844
OK,4026900,02412637,Forgan town,43,A,981648,0,0.379,0.000,36.906768,-100.537776
OK,4027100,02412638,Fort Cobb town,43,A,1843521,22326,0.712,0.009,35.101853,-98.441073
OK,4027150,02412639,Fort Coffee town,43,A,16763985,6695,6.473,0.003,35.294209,-94.571353
OK,4027200,02412640,Fort Gibson town,43,A,35191332,1577641,13.587,0.609,35.782187,-95.260107
OK,4027350,02412643,Fort Supply town,43,A,574553,0,0.222,0.000,36.572205,-99.573549
OK,4027400,02412644,Fort Towson town,43,A,14501022,959828,5.599,0.371,34.031395,-95.277635
OK,4027450,02412645,Foss town,43,A,1882678,0,0.727,0.000,35.450045,-99.170763
OK,4027500,02412646,Foster town,43,A,41310457,214984,15.950,0.083,34.597493,-97.491719
OK,4027600,02412650,Foyil town,43,A,1140435,0,0.440,0.000,36.430876,-95.521485
OK,4027650,02412651,Francis town,43,A,1410225,0,0.544,0.000,34.874238,-96.592646
OK,4027800,02410541,Frederick city,25,A,12755325,26155,4.925,0.010,34.352531,-98.986775
OK,4027850,02412658,Freedom town,43,A,890767,0,0.344,0.000,36.768104,-99.113079
OK,4027900,02412660,Friendship town,43,A,388507,0,0.150,0.000,34.697835,-99.228694
OK,4028250,02412665,Gage town,43,A,1086396,0,0.419,0.000,36.318210,-99.757720
OK,4028350,02412666,Gans town,43,A,599605,0,0.232,0.000,35.387486,-94.695027
OK,4028500,02410566,Garber city,25,A,1295845,0,0.500,0.000,36.436512,-97.580941
OK,4028700,02412671,Garvin town,43,A,4976243,4662,1.921,0.002,33.955502,-94.935903
OK,4028800,02412673,Gate town,43,A,650012,0,0.251,0.000,36.851694,-100.055218
OK,4028900,02410579,Geary city,25,A,10745461,5994,4.149,0.002,35.637076,-98.316976
OK,4028950,02412674,Gene Autry town,43,A,10504903,181250,4.056,0.070,34.316215,-97.041688
OK,4029100,02412679,Geronimo town,43,A,3931699,0,1.518,0.000,34.485124,-98.389172
OK,4029150,02412680,Gerty town,43,A,631470,0,0.244,0.000,34.835670,-96.288955
OK,4029300,02584380,Gideon CDP,57,S,3089896,0,1.193,0.000,36.008833,-95.035986
OK,4029400,02412684,Glencoe town,43,A,4597277,123030,1.775,0.048,36.234081,-96.932853
OK,4029600,02410604,Glenpool city,25,A,27660771,1775,10.680,0.001,35.949447,-96.006715
OK,4029850,02412689,Goldsby town,43,A,67637260,469393,26.115,0.181,35.123896,-97.486621
OK,4029900,02412690,Goltry town,43,A,971599,0,0.375,0.000,36.531899,-98.151391
OK,4030200,02412691,Goodwell town,43,A,3062949,0,1.183,0.000,36.594318,-101.632615
OK,4030300,02412692,Gore town,43,A,5950036,9739,2.297,0.004,35.542895,-95.112770
OK,4030350,02412694,Gotebo town,43,A,1980678,0,0.765,0.000,35.071098,-98.874374
OK,4030400,02412695,Gould town,43,A,919471,0,0.355,0.000,34.669298,-99.773689
OK,4030500,02629919,Gowen CDP,57,S,9145044,23225,3.531,0.009,34.883282,-95.472380
OK,4030600,02412696,Gracemont town,43,A,389844,0,0.151,0.000,35.187763,-98.257109
OK,4030750,02412697,Grainola town,43,A,619921,0,0.239,0.000,36.937938,-96.648791
OK,4030850,02410636,Grandfield city,25,A,2171360,0,0.838,0.000,34.230668,-98.687422
OK,4030900,02412702,Grand Lake Towne town,43,A,370151,1137,0.143,0.000,36.505721,-95.027827
OK,4030915,02584381,Grandview CDP,57,S,8844576,0,3.415,0.000,35.955577,-95.004670
OK,4030950,02412705,Granite town,43,A,8378074,0,3.235,0.000,34.956163,-99.370345
OK,4031000,02629920,Grant CDP,57,S,4864411,84908,1.878,0.033,33.936486,-95.517868
OK,4031150,02412707,Grayson town,43,A,2881063,0,1.112,0.000,35.505340,-95.871848
OK,4031165,02408326,Greasy CDP,57,S,52698040,370395,20.347,0.143,35.676689,-94.721135
OK,4031250,02412709,Greenfield town,43,A,343055,0,0.132,0.000,35.728917,-98.377535
OK,4031425,02408336,Gregory CDP,57,S,7785856,0,3.006,0.000,36.169725,-95.574088
OK,4031600,02410667,Grove city,25,A,23986452,156589,9.261,0.060,36.592166,-94.796145
OK,4031700,02410678,Guthrie city,25,A,48620891,1411815,18.773,0.545,35.858455,-97.418568
OK,4031750,02410679,Guymon city,25,A,19591044,60670,7.564,0.023,36.690100,-101.478018
OK,4031900,02410682,Haileyville city,25,A,2669395,6438,1.031,0.002,34.854152,-95.578632
OK,4032050,02412720,Hallett town,43,A,2297107,0,0.887,0.000,36.231561,-96.567845
OK,4032250,02412722,Hammon town,43,A,1876850,0,0.725,0.000,35.632322,-99.383241
OK,4032350,02412724,Hanna town,43,A,322253,0,0.124,0.000,35.204173,-95.889327
OK,4032550,02412727,Hardesty town,43,A,578135,0,0.223,0.000,36.614736,-101.193641
OK,4032750,02410705,Harrah city,25,A,31880974,1159,12.309,0.000,35.485588,-97.184223
OK,4032850,02410711,Hartshorne city,25,A,8959490,348903,3.459,0.135,34.838064,-95.558771
OK,4032900,02412732,Haskell town,43,A,12975052,113165,5.010,0.044,35.818966,-95.680398
OK,4033000,02412733,Hastings town,43,A,1243962,0,0.480,0.000,34.224281,-98.108712
OK,4033150,02412737,Haworth town,43,A,4125815,51557,1.593,0.020,33.840898,-94.657035
OK,4033300,02412741,Headrick town,43,A,534382,0,0.206,0.000,34.626837,-99.137370
OK,4033350,02410727,Healdton city,25,A,36601077,692484,14.132,0.267,34.233739,-97.486873
OK,4033400,02410730,Heavener city,25,A,12784062,31665,4.936,0.012,34.891967,-94.607791
OK,4033450,02412743,Helena town,43,A,954565,0,0.369,0.000,36.546586,-98.271511
OK,4033600,02412744,Hendrix town,43,A,311049,0,0.120,0.000,33.775257,-96.407046
OK,4033700,02412746,Hennessey town,43,A,9601514,119560,3.707,0.046,36.105811,-97.898615
OK,4033750,02410744,Henryetta city,25,A,17123718,99145,6.612,0.038,35.442186,-95.985144
OK,4034150,02412748,Hickory town,43,A,1410043,9151,0.544,0.004,34.558981,-96.857023
OK,4034650,02412753,Hillsdale town,43,A,935400,0,0.361,0.000,36.563444,-97.992673
OK,4034750,02412756,Hinton town,43,A,8130792,7965,3.139,0.003,35.481300,-98.357400
OK,4034850,02412757,Hitchcock town,43,A,387968,0,0.150,0.000,35.967658,-98.349696
OK,4034900,02412758,Hitchita town,43,A,300299,0,0.116,0.000,35.519807,-95.751805
OK,4035000,02410770,Hobart city,25,A,8416049,0,3.249,0.000,35.024696,-99.087646
OK,4035300,02412759,Hoffman town,43,A,677470,0,0.262,0.000,35.488857,-95.844885
OK,4035400,02410774,Holdenville city,25,A,12507454,57193,4.829,0.022,35.083949,-96.400156
OK,4035500,02410777,Hollis city,25,A,3734008,0,1.442,0.000,34.689431,-99.915443
OK,4035550,02412763,Hollister town,43,A,634681,0,0.245,0.000,34.341115,-98.870526
OK,4035850,02410783,Hominy city,25,A,5163123,1122,1.993,0.000,36.422552,-96.391733
